HOG,OG,Gene Tree Parent Clade,A_aulacocarpa_prot,A_thaliana_prot,A_trichopoda_prot,C_sativus_prot,E_grandis_prot,G_maderense_prot,G_raimondii_prot,H_annuus_prot,L_chinense_prot,L_siphilitica_prot,M_acuminata_prot,O_biennis_prot,O_sativa_prot,P_maritima_prot,P_persica_prot,P_trichocarpa_prot,S_lycopersicum_prot,S_noctiflora_prot,S_polyrhiza_prot,V_vinifera_prot
N1.HOG0000229,OG0000024,n0,0,5,3,8,63,7,20,50,0,5,5,14,3,13,13,48,8,3,26,27
N1.HOG0000230,OG0000025,n1,0,2,0,1,13,0,6,0,0,1,1,2,1,1,26,27,21,0,0,51
N1.HOG0000231,OG0000025,n153,0,0,0,0,2,3,7,50,0,3,12,6,17,5,3,5,7,1,4,43
N1.HOG0000232,OG0000026,n5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
N1.HOG0000233,OG0000026,n8,0,1,1,1,1,0,1,0,0,0,0,0,2,0,1,2,2,0,2,1
N1.HOG0000234,OG0000026,n22,0,3,1,2,0,0,3,2,0,0,2,0,1,0,2,2,2,0,1,5
N1.HOG0000235,OG0000026,n48,0,1,0,1,1,0,2,3,0,0,0,0,0,0,1,2,1,0,0,1
N1.HOG0000236,OG0000026,n61,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
N1.HOG0000237,OG0000026,n72,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
N1.HOG0000238,OG0000026,n74,0,2,1,2,0,1,5,0,0,1,1,0,2,0,2,3,1,0,1,0
N1.HOG0000239,OG0000026,n96,0,2,0,2,3,0,2,5,0,1,1,0,1,0,3,3,2,0,1,1
N1.HOG0000240,OG0000026,n123,1,2,1,2,2,0,4,2,0,1,4,0,2,0,2,3,3,0,1,2
N1.HOG0000241,OG0000026,n155,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
N1.HOG0000242,OG0000026,n157,0,1,1,3,4,2,4,1,0,0,4,0,1,0,2,4,3,0,1,2
N1.HOG0000243,OG0000026,n191,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
N1.HOG0000244,OG0000026,n193,0,1,0,2,3,0,5,3,0,0,7,0,3,0,2,4,2,0,1,2
N1.HOG0000245,OG0000026,n228,0,0,1,0,0,0,2,0,0,0,1,0,0,0,1,1,0,0,0,2
N1.HOG0000246,OG0000026,n236,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
N1.HOG0000247,OG0000026,n239,1,2,1,5,2,0,6,3,0,1,7,1,1,1,2,2,5,1,1,11
N1.HOG0000248,OG0000026,n291,0,2,0,3,3,0,3,5,0,0,0,0,0,0,2,3,4,0,2,2
N1.HOG0000249,OG0000027,n0,0,2,2,13,50,0,32,45,0,4,27,4,34,9,25,5,19,1,0,46
N1.HOG0000250,OG0000028,n1,0,2,1,2,3,1,4,1,0,2,3,3,2,3,2,4,3,1,2,2
N1.HOG0000251,OG0000028,n43,0,2,1,1,1,1,3,3,0,1,4,2,1,1,1,2,1,2,2,1
N1.HOG0000252,OG0000028,n75,0,3,1,1,2,3,5,4,0,1,3,1,1,1,1,4,3,2,1,2
N1.HOG0000253,OG0000028,n116,0,1,1,2,0,0,3,3,0,1,7,0,3,1,2,4,2,0,1,2
N1.HOG0000254,OG0000028,n148,0,3,1,2,2,0,4,6,0,2,6,1,0,1,2,2,3,0,2,2
N1.HOG0000255,OG0000028,n189,0,2,0,2,1,1,2,3,0,1,8,1,3,2,1,2,3,1,2,1
N1.HOG0000256,OG0000028,n226,1,2,1,2,2,1,1,0,0,1,3,3,2,2,1,2,1,1,0,2
N1.HOG0000257,OG0000028,n253,0,3,1,2,3,1,6,7,0,3,12,3,4,1,2,4,4,0,2,1
N1.HOG0000258,OG0000029,n3,0,0,1,0,1,0,0,11,0,0,0,0,0,0,0,0,2,0,0,0
N1.HOG0000259,OG0000029,n20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
N1.HOG0000260,OG0000029,n23,0,40,1,13,0,0,2,0,0,0,1,0,0,0,19,1,0,0,0,1
N1.HOG0000261,OG0000029,n100,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0000262,OG0000029,n101,0,3,13,4,34,2,1,1,0,0,27,9,14,0,3,14,0,0,68,19
N1.HOG0000263,OG0000030,n0,0,0,0,0,0,1,0,300,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0000264,OG0000031,n2,0,1,2,3,2,1,6,0,0,2,3,0,1,6,1,4,4,0,1,2
N1.HOG0000265,OG0000031,n41,0,4,3,3,3,0,1,0,0,0,2,1,2,0,1,5,1,0,0,1
N1.HOG0000266,OG0000031,n68,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0000267,OG0000031,n85,0,7,0,2,42,0,6,0,0,0,3,5,39,2,7,9,4,0,4,1
N1.HOG0000268,OG0000031,n215,0,13,0,0,0,0,4,0,0,1,1,0,1,0,0,9,0,1,1,0
N1.HOG0000269,OG0000031,n246,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
N1.HOG0000270,OG0000031,n250,0,2,2,2,0,0,3,2,0,1,2,0,0,1,2,3,1,0,1,3
N1.HOG0000271,OG0000031,n274,1,1,4,1,0,0,1,1,0,1,1,0,0,0,1,2,1,0,1,1
N1.HOG0000272,OG0000032,n3,0,2,1,3,2,1,5,2,0,2,5,2,2,0,2,4,2,0,1,2
N1.HOG0000273,OG0000032,n42,0,3,1,2,3,1,2,1,0,0,3,0,1,0,2,2,1,0,0,1
N1.HOG0000274,OG0000032,n64,0,2,2,3,3,0,7,4,0,0,4,0,1,2,3,6,2,3,1,3
N1.HOG0000275,OG0000032,n111,0,3,1,2,3,0,5,3,0,2,5,2,5,2,2,3,4,0,1,4
N1.HOG0000276,OG0000032,n157,0,1,1,1,1,0,2,0,0,0,5,0,2,1,1,2,1,0,1,1
N1.HOG0000277,OG0000032,n177,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0
N1.HOG0000278,OG0000032,n181,1,3,1,4,1,0,6,5,0,1,2,0,1,1,2,4,3,0,2,2
N1.HOG0000279,OG0000032,n220,0,4,1,4,5,1,10,2,0,2,13,2,4,1,3,6,4,0,1,3
N1.HOG0000280,OG0000033,n4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
N1.HOG0000281,OG0000033,n6,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
N1.HOG0000282,OG0000033,n9,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0000283,OG0000033,n11,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
N1.HOG0000284,OG0000033,n14,0,1,1,1,0,1,1,4,0,0,1,0,1,0,1,0,0,0,1,2
N1.HOG0000285,OG0000033,n30,0,2,2,2,2,0,2,0,0,1,2,0,0,0,2,3,2,0,1,1
N1.HOG0000286,OG0000033,n51,0,0,1,0,0,0,0,0,0,1,2,0,1,2,0,0,0,0,0,0
N1.HOG0000287,OG0000033,n60,0,1,1,1,0,0,2,3,0,0,3,0,1,0,1,2,2,0,1,1
N1.HOG0000288,OG0000033,n78,3,7,1,4,2,1,5,4,0,0,9,2,5,1,2,4,4,4,2,2
N1.HOG0000289,OG0000033,n142,0,1,1,1,1,0,1,0,0,0,2,0,0,0,1,3,1,0,0,0
N1.HOG0000290,OG0000033,n153,0,2,1,1,1,0,1,2,0,1,1,1,1,1,1,2,1,0,1,1
N1.HOG0000291,OG0000033,n171,0,15,0,1,2,0,7,3,0,1,4,0,2,1,1,9,3,0,1,2
N1.HOG0000292,OG0000033,n222,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0
N1.HOG0000293,OG0000033,n226,0,2,1,3,2,0,3,2,0,1,2,2,2,1,2,4,2,0,1,1
N1.HOG0000294,OG0000033,n256,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,2,1,0,1,1
N1.HOG0000295,OG0000033,n271,0,0,0,1,1,0,3,0,0,0,1,0,0,0,1,2,1,0,0,1
N1.HOG0000296,OG0000033,n281,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
N1.HOG0000297,OG0000034,n6,1,4,1,1,3,1,3,1,0,2,1,1,2,3,3,4,4,0,1,2
N1.HOG0000298,OG0000034,n44,0,1,1,2,1,0,1,5,0,1,3,2,0,1,1,2,3,0,0,0
N1.HOG0000299,OG0000034,n68,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
N1.HOG0000300,OG0000034,n74,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0
N1.HOG0000301,OG0000034,n79,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
N1.HOG0000302,OG0000034,n85,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0
N1.HOG0000303,OG0000034,n89,0,9,7,7,11,0,11,4,0,3,3,3,0,1,6,10,9,2,2,13
N1.HOG0000304,OG0000034,n188,0,2,4,5,5,1,3,5,0,2,7,0,0,3,8,8,6,1,1,6
N1.HOG0000305,OG0000034,n254,0,1,5,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
N1.HOG0000306,OG0000034,n261,0,1,0,2,1,0,4,1,0,4,3,0,0,0,1,1,1,0,0,0
N1.HOG0000307,OG0000035,n4,0,2,1,4,2,1,6,4,0,3,0,1,0,2,6,2,2,0,0,2
N1.HOG0000308,OG0000035,n42,1,0,15,1,16,0,10,2,0,3,0,1,0,0,3,5,0,0,1,4
N1.HOG0000309,OG0000035,n105,2,0,1,6,29,1,14,13,0,6,3,1,22,4,17,19,12,0,0,22
N1.HOG0000310,OG0000036,n2,2,0,0,4,10,0,14,0,0,1,0,0,0,2,14,16,4,0,0,8
N1.HOG0000311,OG0000036,n77,2,0,0,1,12,1,1,0,0,0,0,0,0,0,3,5,2,0,0,5
N1.HOG0000312,OG0000036,n109,0,2,1,10,15,2,5,14,0,9,1,3,8,10,2,1,19,3,2,5
N1.HOG0000313,OG0000036,n220,0,0,22,2,5,1,4,3,0,0,0,1,3,2,4,5,3,0,0,2
N1.HOG0000314,OG0000037,n0,2,19,15,9,54,0,33,15,0,1,13,1,19,2,20,36,5,1,3,25
N1.HOG0000315,OG0000038,n1,0,0,0,3,4,0,1,0,0,0,12,1,3,1,4,0,2,0,0,3
N1.HOG0000316,OG0000038,n36,0,0,0,0,2,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
N1.HOG0000317,OG0000038,n45,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
N1.HOG0000318,OG0000038,n47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
N1.HOG0000319,OG0000038,n50,0,0,34,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0000320,OG0000038,n86,0,14,14,11,21,0,21,10,0,6,9,2,11,7,11,19,16,0,4,9
N1.HOG0000321,OG0000039,n5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,11,0,0,0,0
N1.HOG0000322,OG0000039,n18,0,1,0,0,1,0,0,0,0,1,5,0,17,0,32,2,1,0,3,1
N1.HOG0000323,OG0000039,n83,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
N1.HOG0000324,OG0000039,n112,0,0,8,0,0,0,0,23,0,0,5,0,3,11,1,1,3,0,22,0
N1.HOG0000325,OG0000039,n188,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
N1.HOG0000326,OG0000039,n189,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0000327,OG0000039,n191,1,0,0,0,33,0,1,0,0,1,1,1,2,0,13,20,2,2,0,2
N1.HOG0000328,OG0000040,n0,0,0,0,0,0,0,0,0,0,0,0,0,268,0,0,0,0,0,0,0
N1.HOG0000329,OG0000041,n4,0,2,23,0,2,1,1,5,0,1,0,0,0,0,1,1,4,0,0,6
N1.HOG0000330,OG0000041,n51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
N1.HOG0000331,OG0000041,n55,0,1,0,0,0,0,1,0,0,0,4,0,2,0,0,1,0,1,0,1
N1.HOG0000332,OG0000041,n67,0,0,0,0,25,0,2,0,0,0,0,1,0,0,0,0,0,1,0,30
N1.HOG0000333,OG0000041,n127,0,2,1,0,0,0,25,0,0,0,0,0,0,0,7,2,0,0,0,10
N1.HOG0000334,OG0000041,n173,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0000335,OG0000041,n194,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
N1.HOG0000336,OG0000041,n195,0,0,0,0,0,0,0,0,0,0,1,0,9,0,0,0,0,0,0,0
N1.HOG0000337,OG0000041,n204,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0
N1.HOG0000338,OG0000041,n234,0,0,32,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
N1.HOG0000339,OG0000042,n4,0,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1
N1.HOG0000340,OG0000042,n18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,2
N1.HOG0000341,OG0000042,n25,0,1,1,4,3,0,5,4,0,0,4,0,5,0,3,3,4,0,2,1
N1.HOG0000342,OG0000042,n65,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
N1.HOG0000343,OG0000042,n71,1,0,0,2,1,0,1,0,0,0,0,1,1,1,1,1,2,1,3,1
N1.HOG0000344,OG0000042,n87,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
N1.HOG0000345,OG0000042,n91,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
N1.HOG0000346,OG0000042,n97,2,6,2,10,24,0,19,13,0,3,1,2,3,0,8,14,8,0,3,13
N1.HOG0000347,OG0000042,n227,0,0,8,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,10,1
N1.HOG0000348,OG0000042,n254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
N1.HOG0000349,OG0000042,n256,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0
N1.HOG0000350,OG0000043,n1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
N1.HOG0000351,OG0000043,n6,2,16,10,14,34,3,12,7,0,5,0,3,0,7,12,14,3,3,0,12
N1.HOG0000352,OG0000043,n162,0,0,1,4,5,0,4,25,0,4,0,6,10,9,3,9,4,5,0,8
N1.HOG0000353,OG0000044,n1,1,5,2,15,29,1,12,28,0,4,2,4,13,7,17,7,6,4,6,20
N1.HOG0000354,OG0000044,n184,0,12,0,3,16,0,6,3,0,0,0,0,0,0,5,14,2,6,0,5
N1.HOG0000355,OG0000045,n2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
N1.HOG0000356,OG0000045,n4,0,5,3,3,4,0,2,11,0,3,1,1,0,6,2,5,3,2,0,2
N1.HOG0000357,OG0000045,n57,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,1,0
N1.HOG0000358,OG0000045,n67,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
N1.HOG0000359,OG0000045,n71,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,2,0
N1.HOG0000360,OG0000045,n82,0,1,0,0,3,0,1,0,0,0,0,1,0,0,2,3,1,3,0,1
N1.HOG0000361,OG0000045,n100,0,1,1,1,3,0,3,0,0,1,3,0,2,2,1,1,1,0,0,1
N1.HOG0000362,OG0000045,n120,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
N1.HOG0000363,OG0000045,n121,0,1,0,1,1,0,2,6,0,1,0,1,0,2,2,1,2,0,0,1
N1.HOG0000364,OG0000045,n141,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0
N1.HOG0000365,OG0000045,n146,0,0,1,0,2,0,1,1,0,1,0,0,2,1,1,3,0,0,0,2
N1.HOG0000366,OG0000045,n162,0,1,1,1,2,0,1,0,0,0,1,1,0,0,3,3,1,0,0,2
N1.HOG0000367,OG0000045,n178,0,3,1,4,8,2,10,6,0,2,5,8,0,2,5,8,5,0,4,6
N1.HOG0000368,OG0000046,n0,0,0,0,0,0,0,0,254,0,0,1,0,0,0,0,0,1,0,0,0
N1.HOG0000369,OG0000047,n2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
N1.HOG0000370,OG0000047,n9,0,0,7,0,14,0,15,4,0,0,2,0,5,0,13,13,3,0,0,6
N1.HOG0000371,OG0000047,n90,0,1,14,10,37,1,9,5,0,3,6,2,6,9,18,27,10,1,1,5
N1.HOG0000372,OG0000048,n0,1,18,7,0,42,1,41,15,0,3,6,9,22,8,6,28,28,0,0,16
N1.HOG0000373,OG0000049,n1,0,1,0,14,0,0,0,2,0,10,0,3,0,2,0,0,1,2,1,0
N1.HOG0000374,OG0000049,n41,0,1,0,4,0,0,0,30,0,5,0,4,0,0,0,0,0,6,0,0
N1.HOG0000375,OG0000049,n91,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
N1.HOG0000376,OG0000049,n92,0,0,0,5,0,0,0,7,0,1,0,3,0,2,0,0,10,2,0,1
N1.HOG0000377,OG0000049,n125,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0
N1.HOG0000378,OG0000049,n128,0,0,1,32,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,1
N1.HOG0000379,OG0000049,n184,0,0,0,1,0,0,0,45,0,4,0,0,0,0,0,0,2,0,0,0
N1.HOG0000380,OG0000049,n236,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,4,2,0,1
N1.HOG0000381,OG0000050,n0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251,0,0,0
N1.HOG0000382,OG0000051,n2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
N1.HOG0000383,OG0000051,n6,0,0,0,1,1,0,1,3,0,1,0,1,1,2,2,4,1,0,0,1
N1.HOG0000384,OG0000051,n26,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
N1.HOG0000385,OG0000051,n29,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
N1.HOG0000386,OG0000051,n33,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
N1.HOG0000387,OG0000051,n35,0,2,1,0,0,0,0,5,0,1,0,0,2,1,0,0,0,0,0,0
N1.HOG0000388,OG0000051,n52,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
N1.HOG0000389,OG0000051,n53,0,2,1,2,4,0,5,2,0,2,9,1,8,4,2,5,1,1,2,2
N1.HOG0000390,OG0000051,n95,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
N1.HOG0000391,OG0000051,n97,0,4,1,0,1,0,0,1,0,1,0,0,4,3,0,0,0,0,3,0
N1.HOG0000392,OG0000051,n114,0,0,2,2,2,0,5,3,0,1,4,0,0,0,2,5,3,0,0,0
N1.HOG0000393,OG0000051,n139,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,2
N1.HOG0000394,OG0000051,n145,0,0,0,0,1,0,0,2,0,0,2,0,0,0,0,0,0,0,0,1
N1.HOG0000395,OG0000051,n150,0,9,0,3,0,0,10,6,0,5,4,2,4,4,8,17,4,1,2,3
N1.HOG0000396,OG0000052,n2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
N1.HOG0000397,OG0000052,n5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
N1.HOG0000398,OG0000052,n11,0,0,0,1,0,0,1,0,0,0,0,1,0,0,3,2,0,0,0,6
N1.HOG0000399,OG0000052,n25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
N1.HOG0000400,OG0000052,n30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
N1.HOG0000401,OG0000052,n33,0,9,1,19,5,6,4,57,0,8,0,3,0,11,37,12,7,4,0,12
N1.HOG0000402,OG0000052,n227,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
N1.HOG0000403,OG0000052,n230,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
N1.HOG0000404,OG0000053,n1,0,1,1,2,1,1,5,1,0,1,1,6,1,2,6,3,3,0,1,4
N1.HOG0000405,OG0000053,n41,2,3,1,4,10,0,7,10,0,3,3,1,1,0,3,9,4,0,0,3
N1.HOG0000406,OG0000053,n104,0,2,6,3,8,1,12,4,0,1,7,2,5,1,5,12,6,0,1,9
N1.HOG0000407,OG0000053,n188,0,4,1,2,4,1,7,6,0,2,4,0,8,0,1,7,7,0,0,1
N1.HOG0000408,OG0000054,n0,0,15,0,17,41,2,36,16,0,5,5,0,23,1,20,32,14,0,1,15
N1.HOG0000409,OG0000055,n1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
N1.HOG0000410,OG0000055,n3,0,4,1,4,21,0,6,5,0,1,0,1,0,1,9,11,0,0,0,2
N1.HOG0000411,OG0000055,n69,0,0,16,0,3,0,0,7,0,1,8,2,9,2,0,0,5,0,11,1
N1.HOG0000412,OG0000055,n133,0,9,1,11,30,0,1,0,0,2,0,0,0,0,14,26,1,0,0,15
N1.HOG0000413,OG0000056,n3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0000414,OG0000056,n6,0,2,0,4,1,0,3,0,0,3,0,2,0,0,2,2,6,1,0,4
N1.HOG0000415,OG0000056,n37,0,1,1,1,2,0,2,1,0,1,2,2,2,1,2,1,1,1,1,2
N1.HOG0000416,OG0000056,n63,0,16,1,13,13,0,21,4,0,13,9,0,5,1,15,18,9,0,2,7
N1.HOG0000417,OG0000056,n209,0,0,1,0,0,0,0,0,0,1,6,0,6,0,0,0,0,0,2,0
N1.HOG0000418,OG0000056,n224,0,1,0,0,0,0,1,0,0,0,5,0,3,0,1,4,0,0,2,1
N1.HOG0000419,OG0000057,n1,0,1,1,1,1,0,1,1,0,1,1,1,1,2,1,2,2,0,1,1
N1.HOG0000420,OG0000057,n26,0,0,2,1,1,0,1,1,0,0,2,1,1,0,1,2,1,0,1,1
N1.HOG0000421,OG0000057,n41,0,1,1,3,3,0,3,5,0,0,6,1,4,0,2,5,2,0,2,3
N1.HOG0000422,OG0000057,n86,0,1,1,0,1,0,1,2,0,0,0,0,0,0,1,2,0,0,0,0
N1.HOG0000423,OG0000057,n94,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1
N1.HOG0000424,OG0000057,n99,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0
N1.HOG0000425,OG0000057,n103,0,2,0,1,1,0,2,2,0,0,1,1,2,0,1,1,2,0,1,2
N1.HOG0000426,OG0000057,n121,0,3,2,2,2,0,3,2,0,0,6,1,5,0,2,4,2,0,1,2
N1.HOG0000427,OG0000057,n158,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0
N1.HOG0000428,OG0000057,n161,0,2,1,2,3,2,3,1,0,1,1,1,0,1,2,5,3,0,1,2
N1.HOG0000429,OG0000057,n192,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
N1.HOG0000430,OG0000057,n195,0,1,1,1,2,1,2,1,0,0,2,1,3,0,1,2,1,0,1,1
N1.HOG0000431,OG0000057,n215,0,0,1,1,3,0,5,4,0,0,2,0,2,0,3,2,2,0,0,2
N1.HOG0000432,OG0000058,n2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0
N1.HOG0000433,OG0000058,n14,0,3,1,3,2,1,1,1,0,0,0,0,0,1,3,1,1,0,1,1
N1.HOG0000434,OG0000058,n37,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
N1.HOG0000435,OG0000058,n41,1,4,3,3,3,0,7,4,0,1,5,2,1,0,3,9,3,0,1,2
N1.HOG0000436,OG0000058,n92,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
N1.HOG0000437,OG0000058,n96,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
N1.HOG0000438,OG0000058,n97,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0
N1.HOG0000439,OG0000058,n117,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0
N1.HOG0000440,OG0000058,n120,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0
N1.HOG0000441,OG0000058,n127,1,11,0,7,7,0,13,2,0,1,2,1,0,1,1,4,5,0,0,1
N1.HOG0000442,OG0000058,n183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
N1.HOG0000443,OG0000058,n188,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
N1.HOG0000444,OG0000058,n192,0,3,1,1,3,0,1,0,0,0,0,1,0,1,5,3,1,0,1,1
N1.HOG0000445,OG0000058,n213,0,1,1,1,2,0,4,2,0,1,1,1,1,3,2,3,2,0,0,1
N1.HOG0000446,OG0000059,n0,1,13,5,16,42,3,17,13,0,11,9,5,15,12,20,20,15,9,5,5
N1.HOG0000447,OG0000060,n3,1,0,1,0,0,0,0,2,0,6,0,0,0,0,0,25,2,0,0,1
N1.HOG0000448,OG0000060,n41,0,1,0,0,0,2,0,3,0,0,0,0,2,0,1,0,0,0,0,0
N1.HOG0000449,OG0000060,n50,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
N1.HOG0000450,OG0000060,n53,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0000451,OG0000060,n55,0,0,0,0,0,0,0,12,0,1,3,0,0,3,0,1,4,0,0,0
N1.HOG0000452,OG0000060,n82,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
N1.HOG0000453,OG0000060,n83,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
N1.HOG0000454,OG0000060,n85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
N1.HOG0000455,OG0000060,n87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
N1.HOG0000456,OG0000060,n95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
N1.HOG0000457,OG0000060,n97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0
N1.HOG0000458,OG0000060,n109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
N1.HOG0000459,OG0000060,n110,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,0,0,0
N1.HOG0000460,OG0000060,n122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
N1.HOG0000461,OG0000060,n126,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2,0,0,0,0
